PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,CalendarYearIssued,StatusCurrent,StatusDate,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,TotalJobValuation,NumberOfFloors,HousingUnits,OriginalAddress1,OriginalZip,CouncilDistrict,Link,ProjectID,MasterPermitNum,Latitude,Longitude,Location,ContractorCompanyName,ContractorPhone
2016-000440 BP,R- 645 Demolition One Family Homes,Demolition,No,5204 CANELLA DR,total demo of existing home  City of Austin buyout,328011103,LOT 18 BLK J SILVERSTONE PHS 1 SEC 1,1/4/2016,1/5/2016,2016,Expired,11/21/2016,11/20/2016,,"2,000","8,265.00",1,1,5204 CANELLA DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11466900,11466900,11466586,30.17279016,-97.75231504,"(30.17279016, -97.75231504)",Building Abatement Demolition Co Inc,5127786069
2016-000443 BP,R- 645 Demolition One Family Homes,Demolition,No,7409 ONION CREEK DR,total demo of existing home  City of Austin buyout,430000732,LOT 4 YARRABEE BEND SEC 4A,1/4/2016,1/5/2016,2016,Expired,11/24/2016,11/23/2016,,0,0,1,1,7409 ONION CREEK DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11466903,11466903,11466590,30.1682005,-97.74798412,"(30.1682005, -97.74798412)",Building Abatement Demolition Co Inc,5127786069
2016-000715 BP,R- 645 Demolition One Family Homes,Demolition,No,1911 E 10TH ST,Total demo of existing home  Circa 1920,205080907,LOT 6 BLK 19 GRANDVIEW PLACE,11/18/2015,1/5/2016,2016,Expired,1/6/2018,1/5/2018,,"1,076","10,000.00",1,1,1911 E 10TH ST,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11467231,11467231,11447676,30.26464923,-97.72021244,"(30.26464923, -97.72021244)","Kinan Beck Custom Homes, LLC",5123513450
2016-000729 BP,R- 645 Demolition One Family Homes,Demolition,No,5503 JEFF DAVIS AVE,Total demo of existing home  Circa 1946,229033101,,11/13/2015,1/21/2016,2016,Final,12/1/2016,12/1/2016,12/1/2016,"1,016","6,000.00",1,1,5503 WILLIAM HOLLAND AVE,78756,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11467245,11467245,11445313,30.32829986,-97.73763839,"(30.32829986, -97.73763839)",David Whitworth Development Company,5122945139
2016-001003 BP,R- 645 Demolition One Family Homes,Demolition,No,1306 SAN BERNARD ST,total demo of existing home  Circa 1932,209070209,CEN 2908' OF LOT 5 BLK 7 OLT 38 DIV B HOFHEINZ RESUB,11/23/2015,1/7/2016,2016,Final,2/8/2016,2/8/2016,2/8/2016,0,0,1,1,1306 SAN BERNARD ST,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11467563,11467563,11449827,30.27454339,-97.72715668,"(30.27454339, -97.72715668)",RAY D ATES GENERAL CONTRACTOR,5125772921
2016-001831 BP,R- 645 Demolition One Family Homes,Demolition,No,2802 SILVERLEAF CIR,Total demo of home  Circa 1963,237030420,LOT 36 BLK F ALLANDALE PARK SEC 6,11/6/2015,1/29/2016,2016,Final,3/4/2016,3/4/2016,3/4/2016,"1,884","15,000.00",1,1,2802 SILVERLEAF CIR,78757,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11468464,11468464,11442355,30.35405886,-97.74004678,"(30.35405886, -97.74004678)",MHI\Plantation Homes,7132604166
2016-003168 BP,R- 645 Demolition One Family Homes,Demolition,No,1508 WOOLDRIDGE DR,Total demo of home and pool  circa 1937,115010610,0256 AC OF LOTS 2  3 BLK 2 PEMBERTON HEIGHTS SEC 1,11/23/2015,1/12/2016,2016,Final,2/19/2016,2/19/2016,2/19/2016,"3,539","37,250.00",1,1,1508 WOOLDRIDGE DR,78703,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11470021,11470021,11449952,30.29234351,-97.75571018,"(30.29234351, -97.75571018)",Philip Hogan Inc DBA Hogan Demolition Co.,5124746516
2016-003330 BP,R- 645 Demolition One Family Homes,Demolition,No,7207 LAKE CHARLES DR,Total demo of home  City of Austin buyout,330030315,LOT 20 BLK C ONION CREEK PLANTATIONS SEC 1,12/22/2015,1/13/2016,2016,Expired,1/14/2018,1/13/2018,,"1,600","7,500.00",1,1,7207 LAKE CHARLES DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11470209,11470209,11463520,30.16894471,-97.74207997,"(30.16894471, -97.74207997)",AAR Inc.,5127786800
2016-004713 BP,R- 645 Demolition One Family Homes,Demolition,No,914 POST OAK ST,total demo of existing home  Circa 1939,102021118,LOT 52 ARBOLES TERRACE,11/3/2015,1/15/2016,2016,Final,8/10/2016,8/10/2016,8/10/2016,"1,100","5,000.00",1,1,914 POST OAK ST,78704,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11471830,11471830,11440369,30.25860044,-97.7557461,"(30.25860044, -97.7557461)",DAR Construction,5124534646
2016-006803 BP,R- 645 Demolition One Family Homes,Demolition,No,1105 MATTHEWS LN,Total demo of existing sf res  Circa 1935,419130503,LOT 11 BLK E ELMWOOD ESTATES,1/13/2016,1/22/2016,2016,Active,7/5/2018,1/1/2019,,"2,000","5,000.00",1,1,1105 MATTHEWS LN,78745,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11474289,11474289,11471061,30.19498461,-97.79757049,"(30.19498461, -97.79757049)",DAR Construction,5124534646
2016-006808 BP,R- 645 Demolition One Family Homes,Demolition,No,505 E 50TH ST,Total demo of existing home  Circa 1956,223093101,,1/13/2016,1/21/2016,2016,Final,2/17/2017,2/17/2017,2/17/2017,"1,772","5,000.00",1,1,505 E 50TH ST,78751,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11474294,11474294,11470941,30.3126751,-97.72017357,"(30.3126751, -97.72017357)",Mezger Homes,5125140409
2016-006857 BP,R- 645 Demolition One Family Homes,Demolition,No,2611 WESTOVER RD,Total demo of sf res  Circa 1958,118040201,LOT 1 BLK 1 BROWN HERMAN ADDN,1/12/2016,1/22/2016,2016,Final,1/4/2017,1/4/2017,1/4/2017,"2,700","5,000.00",1,1,2611 WESTOVER RD,78703,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11474359,11474359,11470146,30.3027032,-97.7641627,"(30.3027032, -97.7641627)",DAR Construction,5124534646
2016-006881 BP,R- 645 Demolition One Family Homes,Demolition,No,1910 W 41ST ST,Total demo of existing home  Circa 1954,124000307,LOT 19 OAKMONT HEIGHTS ANNEX NO 3 SEC 2,1/13/2016,3/30/2016,2016,Final,5/23/2016,5/23/2016,5/23/2016,"1,600","3,000.00",1,1,1910 W 41ST ST,78731,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11474383,11474383,11470741,30.3146397,-97.7549878,"(30.3146397, -97.7549878)",MACI Homes,5126333952
2016-009064 BP,R- 645 Demolition One Family Homes,Demolition,No,3607 PINNACLE RD UNIT 3,Total demo of home  Circa 1981,107190244,LOT 2 R L D ADDN,1/27/2016,1/27/2016,2016,Final,3/29/2018,3/29/2018,3/29/2018,0,0,1,1,3607 PINNACLE RD UNIT 3,78746,8,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11476952,11476952,11476938,30.2717041,-97.81122406,"(30.2717041, -97.81122406)",Austin Contemporaneo,5127484351
2016-009210 BP,R- 645 Demolition One Family Homes,Demolition,No,2500 KENMORE CT,Total demo of existing home  Circa 1999,119080312,ABS 313 SUR 8 GILBERT D J ACR 39536,1/8/2016,1/27/2016,2016,Final,6/29/2016,6/29/2016,6/29/2016,"5,687","1,800,000.00",1,1,2500 KENMORE CT,78703,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11477108,11477108,11469111,30.30246594,-97.77678098,"(30.30246594, -97.77678098)",SOUTHWEST CONSTRUCTOR,5129179511
2016-009539 BP,R- 645 Demolition One Family Homes,Demolition,No,7403 DRAGONFLY CT,Total demo of existing home  City of Austin buyout,430000311,LOT 26 BLK G YARRABEE BEND SEC 3,1/28/2016,1/29/2016,2016,Expired,1/30/2018,1/29/2018,,"2,430","9,092.00",1,1,7403 DRAGONFLY CT,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11477545,11477545,11477349,30.16851244,-97.74953941,"(30.16851244, -97.74953941)",Building Abatement Demolition Co Inc,5127786069
2016-010942 BP,R- 645 Demolition One Family Homes,Demolition,No,2202 ROSEWOOD AVE,Total demo of home and detached shed  Circa 1949,208111509,LOT 2 BLK 4 OLT 58 DIV B FOSTER SUBD,11/4/2015,2/9/2016,2016,Expired,2/10/2018,2/9/2018,,460,0,1,1,2202 ROSEWOOD AVE,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11479191,11479191,11440989,30.27040388,-97.71581072,"(30.27040388, -97.71581072)",DAR Construction,5124534646
2016-011116 BP,R- 645 Demolition One Family Homes,Demolition,No,2007 E 8TH ST,Total demo of home  Home has been demolished  Circa 1936,205081814,LOT 1 OLT 89 DIV B MORSE FRED C,1/22/2016,2/11/2016,2016,Final,5/19/2016,5/19/2016,5/19/2016,"1,064","5,000.00",1,1,2007 E 8TH ST,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11479368,11479368,11475069,30.2627418,-97.72000742,"(30.2627418, -97.72000742)",Miller Construction,5124702505
2016-014298 BP,R- 645 Demolition One Family Homes,Demolition,No,2311 WESTROCK DR,Total demo of home pool and detached shed,402110711,ABS 14 SUR 21 HILL H P ACR 3370,2/10/2016,2/11/2016,2016,Expired,11/23/2017,11/22/2017,,0,0,1,1,2311 WESTROCK DR,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11483083,11483083,11483065,30.24236517,-97.78709581,"(30.24236517, -97.78709581)",Go Green Living LLC,5126826400
2016-016893 BP,R- 645 Demolition One Family Homes,Demolition,No,7309 FIREFLY DR,Total demo of existing home  City of Austin buyout,329001101,LOT 11 BLK H YARRABEE BEND SEC 1,2/17/2016,2/19/2016,2016,Expired,2/20/2018,2/19/2018,,"1,600","7,500.00",1,1,7309 FIREFLY DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11486073,11486073,11485972,30.17028019,-97.74909648,"(30.17028019, -97.74909648)",AAR Inc.,5127786800
2016-016975 BP,R- 645 Demolition One Family Homes,Demolition,No,1214 RADAM CIR,Total demo of existing home  City of Austin buyout,412120901,LOT 8 BLK C SALEM WALK SEC 2,2/17/2016,2/19/2016,2016,Expired,2/20/2018,2/19/2018,,"1,600","7,500.00",1,1,1214 RADAM CIR,78745,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11486178,11486178,11485968,30.21491209,-97.78822481,"(30.21491209, -97.78822481)",AAR Inc.,5127786800
2016-017360 BP,R- 645 Demolition One Family Homes,Demolition,No,5605 KATYDID LN,Total demo of existing home  City of Austin buyout,430000712,LOT 3 BLK L YARRABEE BEND SEC 4,2/18/2016,2/19/2016,2016,Expired,2/20/2018,2/19/2018,,"1,600","7,500.00",1,1,5605 KATYDID LN,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11486620,11486620,11486555,30.16721801,-97.75122309,"(30.16721801, -97.75122309)",AAR Inc.,5127786800
2016-017678 BP,R- 645 Demolition One Family Homes,Demolition,No,2011 ARPDALE ST,Total demo of home  Circa 1949,401090905,LOT 12 BLK 8 RABB INWOOD HILLS,2/12/2016,2/22/2016,2016,Final,12/9/2016,12/9/2016,12/9/2016,"1,232","6,000.00",1,1,2011 ARPDALE ST,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11487081,11487081,11484233,30.24821243,-97.77784674,"(30.24821243, -97.77784674)","River City Homes, LLC.**MAIN**",5125082923
2016-018416 BP,R- 645 Demolition One Family Homes,Demolition,No,1711 VALERIA ST,Total demo of home  Circa 1950,100060608,LOT 7 FOWLER HEIGHTS,2/12/2016,2/29/2016,2016,Active,2/26/2018,8/25/2018,,"1,190","6,000.00",1,1,1711 VALERIA ST,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11487989,11487989,11484126,30.25046508,-97.77165719,"(30.25046508, -97.77165719)",DAR Construction,5124534646
2016-021059 BP,R- 645 Demolition One Family Homes,Demolition,No,4604 AVENUE F,Total demo of home  Circa 198642216 Stop Work Order issued  Meeting request ignored  Work continuing   Heritage Live Oak limbs being cut by someone who is not a Certified Arborist  Mountain Laurel in the ROW removed without a Tree Permit  New Tree Permit is required to specifically address House moving activity and impacts to existing Heritage Live OaksRe inspection required Re inspection fee 13300 is owed,222070907,LOT 9 BLK 11 HYDE PARK ANNEX,2/26/2016,2/29/2016,2016,Expired,3/1/2018,2/28/2018,,0,0,1,1,4604 AVENUE F,78751,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11491007,11491007,11490903,30.31068316,-97.72621868,"(30.31068316, -97.72621868)",Apex Austin Group LLC,5125897258
2016-021309 BP,R- 645 Demolition One Family Homes,Demolition,No,3209 BONNIE RD,Total demo of home and detached garage  Circa 1942,116081515,LOT 2 BLK 8 TOBIN  JOHNSON SUBD,1/6/2016,5/13/2016,2016,Final,11/17/2016,11/17/2016,11/17/2016,"1,285","8,299.00",1,1,3209 BONNIE RD,78703,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11491369,11491369,11467800,30.29329982,-97.77612686,"(30.29329982, -97.77612686)",Larry Anderson Construction,5126573858
2016-023400 BP,R- 645 Demolition One Family Homes,Demolition,No,7604 LADYBUG ST,Total demo of home,430000109,LOT 21 BLK E YARRABEE BEND SEC 3,3/3/2016,3/4/2016,2016,Expired,3/5/2018,3/4/2018,,"2,100","7,800.00",1,1,7604 LADYBUG ST,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11493848,11493848,11493807,30.16828143,-97.75103958,"(30.16828143, -97.75103958)",Building Abatement Demolition Co Inc,5127786069
2016-024717 BP,R- 645 Demolition One Family Homes,Demolition,No,5710 KATYDID LN,total demo of home  City of Austin buyout,430000326,LOT 18 BLK G YARRABEE BEND SEC 4 PRORATE 1116 TO 11516,3/4/2016,3/7/2016,2016,Expired,9/25/2016,9/24/2016,,"3,257","10,720.00",1,1,5710 KATYDID LN,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11495423,11495423,11494743,30.16809443,-97.74913277,"(30.16809443, -97.74913277)",Building Abatement Demolition Co Inc,5127786069
2016-024740 BP,R- 645 Demolition One Family Homes,Demolition,No,1710 BRIAR ST,Total demo of home and detached garage  Circa 1937,400041913,LOT 29 AIRDALE,1/20/2016,5/10/2016,2016,Final,11/18/2016,11/18/2016,11/18/2016,0,0,1,1,1710 BRIAR ST,78704,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11495459,11495459,11473780,30.24952697,-97.76052791,"(30.24952697, -97.76052791)","JGB Builders LLC, dba JGB Custom Homes",5125731610
2016-024834 BP,R- 645 Demolition One Family Homes,Demolition,No,6014 CITY PARK RD,Total demo of home  Circa 1930,141150301,ABS 437 SUR 1 JETT J ACR 1993,1/8/2016,3/10/2016,2016,Final,2/23/2018,2/23/2018,2/23/2018,"1,000","5,500.00",1,1,6014 CITY PARK RD,78730,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11495571,11495571,11469114,30.36359582,-97.8016564,"(30.36359582, -97.8016564)",Maynard Construction,512
2016-024836 BP,R- 645 Demolition One Family Homes,Demolition,No,5109 LOTT AVE,Total demo of home  Circa 1959,209190810,LOT 10 BLK 5 MASONFIELD,2/24/2016,3/7/2016,2016,Final,10/5/2016,10/5/2016,10/5/2016,624,"5,000.00",1,1,5109 LOTT AVE,78721,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11495573,11495573,11489598,30.275307,-97.68272554,"(30.275307, -97.68272554)",A AND J  MOVING AND COMPAN,5122474992
2016-026715 BP,R- 645 Demolition One Family Homes,Demolition,No,1603 SINGLETON AVE,Total demo of home and detached shed  Circa 1912,210111514,LOT 7A GLENWOOD ADDN AMD LTS 7  8 BLK 10,10/2/2015,3/17/2016,2016,Final,7/18/2017,7/18/2017,7/18/2017,"2,188","10,000.00",1,1,1603 SINGLETON AVE,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11497751,11497751,11425575,30.27795859,-97.71443973,"(30.27795859, -97.71443973)",GEOSCAPES OF TEXAS INC.,5122595296
2016-026720 BP,R- 645 Demolition One Family Homes,Demolition,No,3108 GRANDVIEW ST,Total demo of home and detached garage  Circa 1922,217020205,LOT 75 OLT 7275 DIV D OAKWOOD,10/28/2015,3/24/2016,2016,Final,3/19/2018,3/19/2018,3/19/2018,0,0,1,1,3108 GRANDVIEW ST,78705,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11497756,11497756,11437970,30.30042767,-97.74497443,"(30.30042767, -97.74497443)","Ilcor Homes, Inc.",5124767568
2016-027894 BP,R- 645 Demolition One Family Homes,Demolition,No,6910 COLONY LOOP DR,total demo of sf residence circa 1979,219361523,LOT 23 BLK B COLONY PARK SEC 1 PHS 4A,3/11/2016,1/6/2017,2017,Expired,12/13/2017,12/12/2017,,100,"7,500.00",1,1,6910 COLONY LOOP DR,78724,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11499191,11499191,11499075,30.30071153,-97.6400775,"(30.30071153, -97.6400775)",Valdez Remodeling & Weatherization Inc.,5122893818
2016-033273 BP,R- 645 Demolition One Family Homes,Demolition,No,2411 ELMGLEN DR,total demo of home  circa 1956,400100712,LOT 12 BLK G BARTON HILLS SEC 1,3/7/2016,3/30/2016,2016,Expired,4/11/2017,4/10/2017,,"1,745","5,000.00",1,1,2411 ELMGLEN DR,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11505468,11505468,11495724,30.24858732,-97.78354847,"(30.24858732, -97.78354847)","Paradisa Homes, LLC",5129104505
2016-033296 BP,R- 645 Demolition One Family Homes,Demolition,No,7105 DAUGHERTY ST,Total demo of existing home  Circa 1955,235040239,LOT 29 BLK 3 LESS S 279' GREEN ACRES,3/9/2016,3/28/2016,2016,Final,5/15/2017,5/15/2017,5/15/2017,"1,665","15,000.00",1,1,7105 DAUGHERTY ST,78757,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11505495,11505495,11497383,30.348242,-97.73692736,"(30.348242, -97.73692736)",Kantex Construction,5127553683
2016-033302 BP,R- 645 Demolition One Family Homes,Demolition,No,3106 FONTANA DR,Total demo of existing home  Circa 1951,407032201,,3/9/2016,5/13/2016,2016,Final,3/15/2017,3/15/2017,3/15/2017,"1,025","8,000.00",1,1,3106 FONTANA DR,78704,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11505501,11505501,11497560,30.23258025,-97.7620721,"(30.23258025, -97.7620721)",Flint & Hammer,5127751111
2016-034523 BP,R- 645 Demolition One Family Homes,Demolition,No,4006 BANISTER LN,Total demo of existing home,406090215,ABS 8 SUR 20 DECKER I 0961 ACR,3/23/2016,8/23/2016,2016,Active,8/23/2016,8/23/2018,,0,"10,000.00",1,1,4006 BANISTER LN,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11507055,11507055,11504563,30.22968894,-97.77866626,"(30.22968894, -97.77866626)",Gossett and Jones Homes Inc.,5123083366
2016-035005 BP,R- 645 Demolition One Family Homes,Demolition,No,7318 ONION CREEK DR,Total demo of existing home  City of Austin buyout,430000525,LOT 36 BLK I YARRABEE BEND SEC 4 PRORATE 1116 TO 2116,3/29/2016,3/30/2016,2016,Expired,3/31/2018,3/30/2018,,"1,600","7,500.00",1,1,7318 ONION CREEK DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11507687,11507687,11507576,30.16882628,-97.74751158,"(30.16882628, -97.74751158)",AAR Inc.,5127786800
2016-035010 BP,R- 645 Demolition One Family Homes,Demolition,No,7406 DRAGONFLY CT,Total demo of existing home  City of Austin buyout,430000308,LOT 29 BLK G YARRABEE BEND SEC 3,3/29/2016,3/30/2016,2016,Expired,3/31/2018,3/30/2018,,"1,600","7,500.00",1,1,7406 DRAGONFLY CT,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11507695,11507695,11507565,30.16841711,-97.7501307,"(30.16841711, -97.7501307)",AAR Inc.,5127786800
2016-035264 BP,R- 645 Demolition One Family Homes,Demolition,No,7406 ONION CREEK DR,Total demo of existing home  City of Austin buyout,430000529,LOT 32 BLK I YARRABEE BEND SEC 4,3/29/2016,3/30/2016,2016,Expired,11/24/2016,11/23/2016,,0,0,1,1,7406 ONION CREEK DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11508021,11508021,11507862,30.16859364,-97.74811287,"(30.16859364, -97.74811287)",Building Abatement Demolition Co Inc,5127786069
2016-038835 BP,R- 645 Demolition One Family Homes,Demolition,No,3112 GARWOOD ST,Total demo of existing home and detached structure  Circa 1953,204130515,LOT 10 BLK 3 OLT 2627 DIV A CHERNOSKY NO 11,3/21/2016,4/6/2016,2016,Final,6/13/2016,6/13/2016,6/13/2016,953,"10,000.00",1,1,3112 GARWOOD ST,78702,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11512237,11512237,11502780,30.26007962,-97.70549272,"(30.26007962, -97.70549272)",Ion Constructors,5124021122
