CalendarYearIssued,Description
2011,partial demo of an existing exterior wall to install a window  interior remodel of an existing master bedroom change out fixutres and tubshower  Install tankless water heater  Permit the replacement of windows that occured around 2005
2011,Partial demolition of attached garage to convert into new kitchen remodel of existing to upgrade electrical plumbing and HVAC as needed throughout new sheetrock and insulation as needed new windows doors and siding tank less water heater new appliances
2011,Parial demoliption of upper exterior wall for keitchen addition and partial demoliton lower exterior wall for utility addition located at rear of home Partial demolition of existing roof over kitchen area  for addition of new roof Additionremodel of kitchen area addition to utility room and and new covered conc patio Elec plumb and mech work as required
2011,TWO STORY SINGLE FAMILYPartial demolition of exterior wall located at Bath 4 of exterior wall at patio and great room of exterior wall at family room of exterior wall by existing entry and exterior demo of chimney to create new outdoor fire place and of left rear and right wall for new windows and doors Partial demo of existing roof for new skylightInterior remodel1St Flr Int Rem Interior demo of kitchen area for new kitchen layout interior demo of existing stair case for new officestorage space interior demo of existing bath 4 to create new hallway  and for new bath layout Mechanical electrical and plumbing works as required2nd Flr Int Rem New stair case interior demolition of bath 1 and 2 for new bath layout addition of new master closet interior demo of guardrail to create new wall with bookshelvesAddition1st Flr Addition Addition of new entry area located near Great Room and new closet located at existing entry Garage conversion to Guest Master suite
2011,Partial demolition of rear and side walls to accomodate new addition of a master bedroom bathroom and study
2011,AdditionRemodelPartial Demolition to Single Family Home Partial Demo to Roof structure to accomodate new 2nd Story Addition  New 2nd story Addition to consist of Master Suite Playroom office and hall bathroom Remodel to 1st floor to consist of Installing New Stairwell reconfigure wall locations in Bedroom areas Install New Utility Room next to KitchenRemove and Replace countertops cabinets flooring and fixtures in Kitchen and existing bathroom
2011,AdditionPartial Demo to Single Family Home  Partial demo to rear of home to remove Stoop and Wall with backdoor and window  Addition of Family RoomDen on 1st floor and Master Suite on 2nd Floor Each Level 460 sqft
2011,total interior remodel  to bring up to code compliance of existing duplex  and partial demo to remove  breezeway and mobile home due to fire damage and convert to single family residence aka 1154 Webberville
2011,Partial demo  garage enclosure to studiooffice without permits
2011,Partail demo to remove attached garage and partial demo of rear walls and roof structure to accomodate new living room addition to rear of residence convert breezway into livable space and storage room into kitchen convert existing kitchen into bathroom and demo closet walls to enlarge bedroom change living room to bedroom and bathroom minor electrical and HVAC work as needed new plumbing repair as needed wallboard sheetrock and framing replacement throughout as needed
2011,Partial demo to accomodate addition to create bay window
2011,Partial demo needed  Create new hallway with shelving into new master bath addition of 101 sq ft master bath with tub and shower stall double vanity water closet and tile floors
2011,Partial demo of existing sf res exterior west and east walls for a new first floor addition Also total remodel of existing NonComplying sf res
